"strap","Parcelno"
"R0112704","157530413009"
"R0112705","157530413010"
"R0112706","157530413011"
"R0112707","157530412001"
"R0112708","157530412002"
"R0112709","157530412003"
"R0112710","157530412004"
"R0112711","157530412005"
"R0112712","157530412006"
"R0112713","157530412007"
"R0112714","157530412008"
"R0112715","157530412009"
"R0112716","157530412010"
"R0112717","157530412011"
"R0112718","157530412012"
"R0112719","157530412013"
"R0112720","157530412014"
"R0112721","157530412015"
"R0112722","157530412016"
"R0112723","157530412017"
"R0112724","157530412018"
"R0112725","157530412019"
"R0112726","157530412020"
"R0112727","157530412021"
"R0112728","157530412022"
"R0112729","157530412023"
"R0112730","157530412024"
"R0112731","157530412025"
"R0112732","157530412026"
"R0112733","157530411001"
"R0112734","157530411002"
"R0112735","157530411003"
"R0112736","157530411004"
"R0112737","157530411005"
"R0112738","157530411006"
"R0112739","157530411007"
"R0112740","157530411008"
"R0112741","157530411009"
"R0112742","157530411010"
"R0112743","157530411011"
"R0112744","157530411012"
"R0112745","157530411013"
"R0112746","157530411014"
"R0112747","157530411015"
"R0112748","157530411016"
"R0112749","157530411017"
"R0112750","157530411018"
"R0112751","157530411019"
"R0112752","157530411020"
"R0112753","157530411021"
"R0112754","157530411022"
"R0112755","157530411023"
"R0112756","157530410001"
"R0112757","157530410002"
"R0112758","157530410003"
"R0112759","157530410004"
"R0112760","157530410005"
"R0112761","157530410006"
"R0112762","157530410007"
"R0112763","157530410008"
"R0112764","157530410009"
"R0112765","157530410010"
"R0112766","157530410011"
"R0112767","157530410012"
"R0112768","157530410013"
"R0112869","157530414024"
"R0112871","146112003001"
"R0112872","120315000007"
"R0112873","131919004038"
"R0112969","131516412001"
"R0112970","131516407001"
"R0112971","131516407002"
"R0112972","131516407003"
"R0112973","131516407004"
"R0112974","131516407005"
"R0112975","131516407006"
"R0112976","131516407007"
"R0112977","131516407008"
"R0112978","131516407009"
"R0112979","131516407010"
"R0112980","131516408001"
"R0112981","131516408002"
"R0112982","131516408003"
"R0112983","131516408004"
"R0112984","131516408005"
"R0112985","131516408006"
"R0112986","131516408007"
"R0112987","131516408008"
"R0112988","131516408009"
"R0112989","131516408010"
"R0112990","131516408011"
"R0112991","131516408012"
"R0112992","131516408013"
"R0112993","131516408014"
"R0112994","131516408015"
"R0112995","131516408016"
"R0112996","131516408017"
"R0112997","131516409001"
"R0112998","131516409002"
"R0112999","131516409003"
"R0113000","131516409004"
"R0113001","131516409005"
"R0113002","131516409006"
"R0113003","131516409007"
"R0113004","131516409008"
"R0113005","131516409009"
"R0113006","131516409010"
"R0113007","131516409011"
"R0113008","131516409012"
"R0113009","131516410001"
"R0113010","131516410002"
"R0113011","146528304002"
"R0113012","146528304003"
"R0113013","146528304004"
"R0113014","146528304005"
"R0113015","146528304006"
"R0113016","146528304007"
"R0113017","146528304008"
"R0113018","146528304009"
"R0113019","146528304010"
"R0113020","146528305001"
"R0113021","146528305002"
"R0113022","146528305003"
"R0113023","146528305004"
"R0113024","146528305005"
"R0113025","146528305006"
"R0113026","146528305007"
"R0113027","146528305008"
"R0113028","146528305009"
"R0113029","146528305010"
"R0113030","146528305011"
"R0113031","146528305012"
"R0113032","146528305013"
"R0113033","146528305014"
"R0113034","146528305015"
"R0113035","146528305016"
"R0113036","146528305017"
"R0113037","146528306001"
"R0113038","146528306002"
"R0113039","146528306003"
"R0113040","146528306004"
"R0113041","146528306005"
"R0113042","146528306006"
"R0113043","146528306007"
"R0113044","146528306008"
"R0113045","146528306009"
"R0113046","146528304011"
"R0113047","146528304012"
"R0113048","146528305018"
"R0113049","120529217001"
"R0113050","120529217002"
"R0113051","120529217003"
"R0113052","120529217004"
"R0113053","120529217005"
"R0113054","120529217006"
"R0113055","120529217007"
"R0113056","120529217008"
"R0113057","120529217009"
"R0113058","120529217010"
"R0113059","120529217011"
"R0113060","120529217012"
"R0113061","120529217013"
"R0113062","120529217014"
"R0113063","120529217015"
"R0113064","120529217016"
"R0113065","120529217017"
"R0113066","120529217018"
"R0113067","120529217019"
"R0113068","120529217020"
"R0113069","120529217021"
"R0113070","120529217022"
"R0113071","120529217023"
"R0113072","120529217024"
"R0113073","120529217025"
"R0113074","120529217026"
"R0113075","120529217027"
"R0113076","120529217028"
"R0113077","120529217029"
"R0113078","120529217030"
"R0113079","120529217031"
"R0113080","120529218001"
"R0113085","120529217037"
"R0113086","120529217038"
"R0113087","120529217039"
"R0113088","120529217040"
"R0113089","120529217041"
"R0113090","120529217042"
"R0113091","146113131002"
"R0113092","120533362001"
"R0113093","146318301020"
"R0113095","157530409001"
"R0113096","157530409002"
"R0113097","157530409003"
"R0113098","157530409004"
"R0113099","157530409005"
"R0113100","157530409006"
"R0113101","157530409007"
"R0113102","157530409008"
"R0113103","157530409009"
"R0113104","157530409010"
"R0113105","157530409011"
"R0113106","157530409012"
"R0113107","157530409013"
"R0113108","157530409014"
"R0113109","157529302001"
"R0113110","157529302002"
"R0113111","157529302003"
"R0113112","157529302004"
"R0113113","157529302005"
"R0113114","157529302006"
"R0113115","157529302007"
"R0113116","157529302008"
"R0113117","157529303001"
"R0113118","157529303002"
"R0113119","157529303003"
"R0113120","157529303004"
"R0113121","157530408001"
"R0113122","157530408002"
"R0113123","157530408003"
"R0113124","157530408004"
"R0113125","157530408005"
"R0113126","157530408006"
"R0113127","157530407001"
"R0113128","157530407002"
"R0113129","157530407003"
"R0113130","157530407004"
"R0113131","157530407005"
"R0113132","157530407006"
"R0113133","157530407007"
"R0113134","157530407008"
"R0113135","157530407009"
"R0113136","157530407010"
"R0113137","157530407011"
"R0113138","157530407012"
"R0113139","157530407013"
"R0113140","157530407014"
"R0113141","157530407015"
"R0113142","157530407016"
"R0113143","157530407017"
"R0113144","157530407018"
"R0113145","157530407019"
"R0113146","157530407020"
"R0113147","157530407021"
"R0113148","157530407022"
"R0113149","157530407023"
"R0113150","157530407024"
"R0113151","157530407025"
"R0113152","157530406001"
"R0113153","157530406002"
"R0113154","157530406003"
"R0113155","157530406004"
"R0113156","157530406005"
"R0113157","157530406006"
"R0113158","157530406007"
"R0113159","157530406008"
"R0113160","157530406009"
"R0113161","157530406010"
"R0113162","157530406011"
"R0113163","157530406012"
"R0113164","157530406013"
"R0113165","157530406014"
"R0113166","157530406015"
"R0113167","157530405001"
"R0113168","157530405002"
"R0113169","157530405003"
"R0113170","157530405004"
"R0113171","157530405005"
"R0113172","157530405006"
"R0113173","157530405007"
"R0113174","157530405008"
"R0113175","157530405009"
"R0113176","157530405010"
"R0113177","157530405011"
"R0113178","157530405012"
"R0113179","157530405013"
"R0113180","157530405014"
"R0113181","157530405015"
"R0113182","157530405016"
"R0113183","157530405017"
"R0113184","157530405018"
"R0113185","157530405019"
"R0113186","157530407026"
"R0113189","157511215002"
"R0113190","157511215003"
"R0113191","157511215004"
"R0113192","157511215005"
"R0113193","157511215006"
"R0113194","157511215007"
"R0113195","157511215008"
"R0113196","157511215009"
"R0113197","157511215010"
"R0113198","157511215011"
"R0113199","157511215012"
"R0113200","157511215013"
"R0113201","157511215014"
"R0113202","157511215015"
"R0113203","157511215016"
"R0113204","157511216001"
"R0113205","131531005002"
"R0113206","131531005003"
"R0113207","131531005004"
"R0113208","131531005005"
"R0113209","131531005006"
"R0113210","131531005007"
"R0113211","131531005008"
"R0113212","131531005009"
"R0113213","131531005010"
"R0113214","131531005011"
"R0113215","131531005012"
"R0113216","131531005013"
"R0113217","131531005014"
"R0113218","131531005015"
"R0113219","131531006001"
"R0113220","131531006002"
"R0113221","131531006003"
"R0113222","131531006004"
"R0113223","131531006005"
"R0113224","131531006006"
"R0113225","131531006007"
"R0113226","131531006008"
"R0113227","131531006009"
"R0113228","131531006010"
"R0113229","131531006011"
"R0113230","131531006012"
"R0113231","131531006013"
"R0113232","131531006014"
"R0113233","131531006015"
"R0113234","131531006016"
"R0113235","131531006017"
"R0113236","131531006018"
"R0113237","131531006019"
"R0113238","131531006020"
"R0113239","131531006021"
"R0113240","131531010001"
"R0113241","131531009001"
"R0113242","131531008002"
"R0113243","131531008003"
"R0113244","131531008004"
"R0113245","131531008005"
"R0113246","131531008006"
"R0113247","146519000029"
"R0113248","158103002001"
"R0113249","146318347001"
"R0113250","146318347003"
"R0113251","119930005001"
"R0113252","119930005002"
"R0113253","119930005003"
"R0113254","119930005004"
"R0113255","119930005005"
"R0113256","119931004002"
"R0113258","119931004004"
"R0113259","119931004005"
"R0113260","119931004006"
"R0113261","119931004007"
"R0113264","119930005007"
"R0113265","119931004010"
"R0113266","158314000025"
"R0113267","157530107002"
"R0113268","157530107003"
"R0113269","157530107004"
"R0113270","157530107005"
"R0113271","157530107006"
"R0113272","157530107007"
"R0113273","157530107008"
"R0113274","157530107009"
"R0113275","157529204001"
"R0113276","157529204002"
"R0113277","157529301002"
"R0113278","157529301003"
"R0113279","157529301004"
"R0113280","157529301005"
"R0113281","157529301001"
"R0113282","157530417001"
"R0113283","157530417002"
"R0113284","157530417003"
"R0113285","157530417004"
"R0113286","157530417005"
"R0113287","157530106001"
"R0113288","157530106002"
"R0113289","157530106003"
"R0113290","157530106004"
"R0113291","157530106005"
"R0113292","157530417006"
"R0113293","157530417007"
"R0113294","157530417008"
"R0113295","157530417009"
"R0113296","157530417010"
"R0113297","157530417011"
"R0113298","157530417012"
"R0113299","157530101001"
"R0113300","157530101002"
"R0113301","157530416001"
"R0113302","157530416002"
"R0113303","157530416003"
"R0113304","157530416004"
"R0113305","157530416005"
"R0113306","157530416006"
"R0113307","157530416007"
"R0113308","157530416008"
"R0113309","157530416009"
"R0113310","157530416010"
"R0113311","157530416011"
"R0113312","157530101003"
"R0113313","157530101004"
"R0113314","157530101005"
"R0113315","157530101006"
"R0113316","157530101007"
"R0113317","157530101008"
"R0113318","157530101009"
"R0113319","157530102001"
"R0113320","157530102002"
"R0113321","157530102003"
"R0113322","157530102004"
"R0113323","157530102005"
"R0113324","157530415001"
"R0113325","157530415002"
"R0113326","157530415003"
"R0113327","157530415004"
"R0113328","157530415005"
"R0113329","157530415006"
"R0113330","157530415007"
"R0113331","157530415008"
"R0113332","157530415009"
"R0113333","157530415010"
"R0113334","157530415011"
"R0113335","157530415012"
"R0113336","157530415013"
"R0113337","132127000025"
"R0113339","157530107010"
"R0113341","146312224002"
"R0113342","146312224003"
"R0113343","146312224004"
"R0113344","146312224005"
"R0113345","146312224006"
"R0113346","146312224007"
"R0113347","146312224008"
"R0113348","146312224009"
"R0113349","146312224010"
"R0113350","146312224011"
"R0113351","146312224012"
"R0113352","146312224013"
"R0113353","146312224014"
"R0113354","146312224015"
"R0113355","146312224016"
"R0113356","146312224017"
"R0113357","146312224018"
"R0113358","146312224019"
"R0113359","146312224020"
"R0113360","146312224021"
"R0113361","146312224022"
"R0113362","146312225001"
"R0113363","146312225002"
"R0113364","146312225003"
"R0113365","146312225004"
"R0113366","146312225005"
"R0113367","146312225006"
"R0113368","146312225007"
"R0113369","146312225008"
"R0113370","146312225009"
"R0113371","146312225010"
"R0113372","146312225011"
"R0113373","146312225012"
"R0113374","146312225013"
"R0113375","146312225014"
"R0113376","146312225015"
"R0113377","146312225016"
"R0113378","146312225017"
"R0113379","146312225018"
"R0113380","146312225019"
"R0113381","146312225020"
"R0113382","146312225021"
"R0113383","146312225022"
"R0113384","146312225023"
"R0113385","146312225024"
"R0113386","146312224023"
"R0113387","145922000019"
"R0113388","145925000061"
"R0113393","145906000065"
"R0113455","157712300003"
"R0113456","157900000066"
"R0113459","146314203005"
"R0113460","157510100032"
"R0113462","157510248002"
"R0113463","157510248003"
"R0113464","157510248004"
"R0113465","157510248005"
"R0113466","157510248006"
"R0113467","157510248007"
"R0113468","157510248008"
"R0113469","157510249001"
"R0113470","157510249002"
"R0113471","157510249003"
"R0113472","157510249004"
"R0113473","157510249005"
"R0113474","157510249006"
"R0113475","157510249007"
"R0113476","157510249008"
"R0113477","157510249009"
"R0113478","157510249010"
"R0113479","157510249011"
"R0113480","157510249012"
"R0113481","157510249013"
"R0113482","157510249014"
"R0113483","157510249015"
"R0113484","157510249016"
"R0113485","157510250001"
"R0113486","157510250002"
"R0113487","157510250003"
"R0113488","157510250004"
"R0113489","157510250005"
"R0113490","157510250006"
"R0113491","157510250007"
"R0113492","157510250008"
"R0113493","157510250009"
"R0113494","157510250010"
"R0113495","157510250011"
"R0113496","157510250012"
"R0113497","157510251001"
"R0113498","157510251002"
"R0113499","157510251003"
"R0113500","157510251004"
"R0113501","157510251005"
"R0113502","157510251006"
"R0113503","157510251007"
"R0113504","157510251008"
"R0113505","157510251009"
"R0113506","157510252001"
"R0113507","157510252002"
"R0113508","157510252003"
"R0113509","157510252004"
"R0113510","157510252005"
"R0113511","157510252006"
"R0113512","157510252007"
"R0113513","157510252008"
"R0113514","157510252009"
"R0113515","157510252010"
"R0113516","157510252011"
"R0113517","157510252012"
"R0113518","157510252013"
"R0113519","157510252014"
"R0113520","157510252015"
"R0113521","157510252016"
"R0113522","157510253001"
"R0113523","157510253002"
"R0113524","157510253003"
"R0113525","157510253004"
"R0113526","157510253005"
"R0113527","157510253006"
"R0113528","157510253007"
"R0113529","157510253008"
"R0113530","157510253009"
"R0113531","157510253010"
"R0113532","157510253011"
"R0113533","157510253012"
"R0113534","157510253013"
"R0113535","157510253014"
"R0113536","157510254001"
"R0113537","157510254002"
"R0113538","157510254003"
"R0113539","157510254004"
"R0113540","157510254005"
"R0113541","157510254006"
"R0113542","157510254007"
"R0113543","157510254008"
"R0113544","157510254009"
"R0113545","157510254010"
"R0113546","157510254011"
"R0113547","157510254012"
"R0113548","157510254013"
"R0113549","146122000060"
"R0113552","146533306001"
"R0113553","146533306002"
"R0113554","146533306003"
"R0113555","146533306004"
"R0113556","146533305001"
"R0113557","146533305002"
"R0113558","146533305003"
"R0113559","146533305004"
"R0113560","146533305005"
"R0113561","146533305006"
"R0113562","146533305007"
"R0113563","146533305008"
"R0113564","146533305009"
"R0113565","146533305010"
"R0113566","146533305011"
"R0113567","146533305012"
"R0113568","146533302001"
"R0113569","146533302002"
"R0113570","146533302003"
"R0113571","146533302004"
"R0113572","146533303001"
"R0113573","146533303002"
"R0113574","146533303003"
"R0113575","146533303004"
"R0113576","146533303005"
"R0113577","146533303006"
"R0113578","146533303007"
"R0113579","146533303008"
"R0113580","146533303009"
"R0113581","146533303010"
"R0113582","146533303011"
"R0113583","146533303012"
"R0113584","146533303013"
"R0113585","146533303014"
"R0113586","146533303015"
"R0113587","146533303016"
"R0113588","146533303017"
"R0113589","146533303018"
"R0113590","146533303019"
"R0113591","146533303020"
"R0113592","146533303021"
"R0113593","146533315001"
"R0113594","146533314001"
"R0113595","146533312001"
"R0113596","146533305016"
"R0113597","146533305017"
"R0113598","146533303024"
"R0113599","146533303023"
"R0113600","146533305014"
"R0113601","146533303025"
"R0113602","146533303022"
"R0113603","157706236009"
"R0113605","146320300004"
"R0113606","146321315001"
"R0113607","146321315002"
"R0113608","146321315003"
"R0113609","146321315004"
"R0113610","146321315005"
"R0113611","146321315006"
"R0113612","146321315007"
"R0113613","146321315008"
"R0113614","146321315009"
"R0113615","146321315010"
"R0113616","146321315011"
"R0113617","146321315012"
"R0113618","146321315013"
"R0113619","146321315014"
"R0113620","146321315015"
"R0113621","146321315016"
"R0113622","146321315017"
"R0113623","146321315018"
"R0113624","146321315019"
"R0113625","146321315020"
"R0113626","146321315021"
"R0113627","146321315022"
"R0113628","146321315023"
"R0113629","146321315024"
"R0113630","146321316001"
"R0113631","146321316002"
"R0113632","146321316003"
"R0113633","146321316004"
"R0113634","146321316005"
"R0113635","146321316006"
"R0113636","146321316007"
"R0113637","146321316008"
"R0113638","146321316009"
"R0113639","146321316010"
"R0113640","146321316011"
"R0113641","146321316012"
"R0113642","146321316013"
"R0113643","146321316014"
"R0113644","146321316015"
"R0113645","146321316016"
"R0113646","146321316017"
"R0113647","146321316018"
"R0113648","146321316019"
"R0113649","146321316020"
"R0113650","146321316021"
"R0113651","146321316022"
"R0113652","146321316023"
"R0113653","146321316024"
"R0113655","146122000048"
"R0113656","158313241001"
"R0113657","146113417031"
"R0113658","146308000023"
"R0113660","131502117001"
"R0113661","131502117002"
"R0113662","131502117003"
"R0113663","131502117004"
"R0113664","131502117005"
"R0113665","131502117006"
"R0113666","131502117007"
"R0113667","131502117008"
"R0113668","146328030001"
"R0113669","146328030003"
"R0113670","146533307001"
"R0113671","157730000018"
"R0113672","146329232003"
"R0113673","145917000011"
"R0113674","120326000026"
"R0113677","157713018002"
"R0113678","157713018003"
"R0113679","157713018004"
"R0113680","157518202001"
"R0113681","157518202002"
"R0113682","157518202003"
"R0113683","157507305001"
"R0113684","157507305002"
"R0113685","157507305003"
"R0113686","157507305004"
"R0113687","157507305005"
"R0113688","157712407001"
"R0113689","157712407002"
"R0113690","157712407003"
"R0113691","157712407004"
"R0113692","157712407005"
"R0113693","157712407006"
"R0113694","157712407007"
"R0113695","157712407008"
"R0113696","157712407009"
"R0113697","157713017001"
"R0113698","157713017002"
"R0113699","157713017003"
"R0113700","157712408001"
"R0113701","157712408002"
"R0113702","157712408003"
"R0113703","157712408004"
"R0113704","157712408005"
"R0113705","157712408006"
"R0113706","157713017004"
"R0113707","157713017005"
"R0113708","157713017006"
"R0113709","157713017007"
"R0113710","157713017008"
"R0113711","157713017009"
"R0113712","157713017010"
"R0113713","157507305006"
"R0113714","131530309002"
"R0113715","131530309003"
"R0113716","131530309004"
"R0113717","131530309005"
"R0113718","131530309006"
"R0113719","131530309007"
"R0113720","131530309008"
"R0113721","131530309009"
"R0113722","131530309010"
"R0113723","131530327003"
"R0113724","131530327002"
"R0113725","131530309013"
"R0113726","131530327001"
"R0113727","131530309015"
"R0113728","131530309016"
"R0113729","131530309017"
"R0113730","131530309018"
"R0113731","131530309019"
"R0113732","131530309020"
"R0113733","131530309021"
"R0113734","131530309022"
"R0113735","131530309023"
"R0113736","131530309024"
"R0113737","131530309025"
"R0113738","131530309026"
"R0113739","131530309027"
"R0113740","131530309028"
"R0113741","131530309029"
"R0113742","131530309030"
"R0113743","131530309031"
"R0113744","131530309032"
"R0113745","131530309033"
"R0113746","131530309034"
"R0113747","131530309035"
"R0113748","131530309036"
"R0113749","131530309037"
"R0113750","131530309038"
"R0113751","131530309039"
"R0113752","131530309040"
"R0113753","131530309041"
"R0113754","131530309042"
"R0113755","131530309043"
"R0113756","131530309044"
"R0113757","131530309045"
"R0113758","131530309046"
"R0113759","131530309047"
"R0113760","131530309048"
"R0113761","131530309049"
"R0113762","146318113001"
"R0113846","131734000027"
"R0113847","146330396002"
"R0113848","157730300021"
"R0113849","157508300023"
"R0113850","131728001002"
"R0113851","131728001003"
"R0113852","131728001004"
"R0113853","157705100033"
"R0113854","146516007002"
"R0113855","146516007003"
"R0113856","146516008001"
"R0113857","146516008002"
"R0113858","146516007006"
"R0113859","146516007007"
"R0113860","146516007008"
"R0113861","146521007009"
"R0113862","146521007010"
"R0113864","146516010001"
"R0113865","146508005001"
"R0113866","146508005002"
"R0113867","146508005003"
"R0113868","146508005004"
"R0113869","146508005005"
"R0113870","146508005006"
"R0113871","146508005007"
"R0113872","146521005001"
"R0113874","146508005009"
"R0113876","146516006002"
"R0113877","146508005013"
"R0113878","146508005011"
"R0113879","157710000010"
"R0113880","120318116001"
"R0113881","146508005010"
"R0113882","131530005002"
"R0113883","131530005003"
"R0113884","131530005004"
"R0113885","131530005005"
"R0113886","131530005006"
"R0113887","131530005007"
"R0113888","131530005008"
"R0113889","131530005009"
"R0113890","131530005010"
"R0113891","131530005011"
"R0113892","131530005012"
"R0113893","131530010001"
"R0113894","131530006003"
"R0113896","131930008009"
"R0113917","157519111002"
"R0113918","157519111003"
"R0113919","157519111004"
"R0113920","157519111005"
"R0113921","157519111006"
"R0113922","157519111007"
"R0113923","157519111008"
"R0113924","157519111009"
"R0113925","157519111010"
"R0113926","157519111011"
"R0113927","157519111012"
"R0113928","157519111013"
"R0113929","157519111014"
"R0113930","157519110001"
"R0113931","157519110002"
"R0113932","157519110003"
"R0113933","157519110004"
"R0113934","157519110005"
"R0113935","157519110006"
"R0113936","157519110007"
"R0113937","157519110008"
"R0113938","157519110009"
"R0113939","157519110010"
"R0113940","157519110011"
"R0113941","157519110012"
"R0113942","157519110013"
"R0113943","157519110014"
"R0113944","157519110015"
"R0113945","157519110016"
"R0113946","157519110017"
"R0113947","157519110018"
"R0113948","157519109001"
"R0113949","157519109002"
"R0113950","157519109003"
"R0113951","157519109004"
"R0113952","157519109005"
"R0113953","157519109006"
"R0113954","157519109007"
"R0113955","157519109008"
"R0113956","157519109009"
"R0113957","157519109010"
"R0113958","157519109011"
"R0113959","157519109012"
"R0113960","157519109013"
"R0113961","157519109014"
"R0113962","157519109015"
"R0113963","157519109016"
"R0113964","157519109017"
"R0113965","157519109018"
"R0113966","157519109019"
"R0113967","157519109020"
"R0113968","157518417001"
"R0113969","157518417002"
"R0113970","157518417003"
"R0113971","157518417004"
"R0113972","157518417005"
"R0113973","157518417006"
"R0113974","157518417007"
"R0113975","157518417008"
"R0113976","157518417009"
"R0113977","157518417016"
"R0113978","157518417015"
"R0113979","157518417014"
"R0113980","157518417013"
"R0113981","157518417012"
"R0113982","157518418001"
"R0113983","157518418002"
"R0113984","157518418003"
"R0113985","157517302010"
"R0113986","157518417010"
"R0113987","157518417011"
"R0113988","157517302001"
"R0113989","157517302002"
"R0113990","157517302003"
"R0113991","157517302004"
"R0113992","157517302005"
"R0113993","157517302006"
"R0113994","157517302007"
"R0113995","157517302008"
"R0113996","157517302009"
"R0113997","157517303001"
"R0113998","157517303002"
"R0113999","157517303003"
"R0114000","157517303004"
"R0114001","157517303005"
"R0114002","157517303006"
"R0114003","157517303007"
"R0114004","157517303008"
"R0114005","157517303009"
"R0114006","157517303010"
"R0114007","157517303011"
"R0114008","157517303012"
"R0114009","157517303013"
"R0114010","157517303014"
"R0114011","157517303015"
"R0114012","157517303016"
"R0114013","157517303017"
"R0114014","157517303018"
"R0114015","157517303019"
"R0114016","157517304001"
"R0114017","157517304002"
"R0114018","157517304003"
"R0114019","157517304004"
"R0114020","157517304005"
"R0114021","157517304006"
"R0114022","157517304007"
"R0114023","157517304008"
"R0114024","157517304009"
"R0114025","157517304010"
"R0114026","157517304011"
"R0114027","157517304012"
"R0114028","157517304013"
"R0114029","157517304014"
"R0114030","157517304015"
"R0114031","157517304016"
"R0114032","157517304017"
"R0114033","157517305001"
"R0114034","157517305002"
"R0114035","157517305003"
"R0114036","157517305004"
"R0114037","157517303024"
"R0114038","157517303023"
"R0114039","157517303022"
"R0114040","157517303021"
"R0114041","157517303020"
"R0114042","157519109021"
"R0114043","157517306001"
"R0114044","157517303025"
"R0114045","120529121002"
"R0114046","120529121003"
"R0114047","120529121004"
"R0114048","120529121005"
"R0114049","120529121006"
"R0114050","120529121007"
"R0114051","120529122001"
"R0114052","120529122002"
"R0114053","120529122003"
"R0114054","120529122004"
"R0114055","120529122005"
"R0114056","120529122006"
"R0114057","120529122007"
"R0114058","120529122008"
"R0114059","120529122009"
"R0114060","120529122010"
"R0114061","120529122011"
"R0114062","120529122012"
"R0114063","120529122013"
"R0114064","120529122014"
"R0114065","120529122015"
"R0114066","120529122016"
"R0114067","120529122017"
"R0114068","120529122018"
"R0114069","120529122019"
"R0114070","120529122020"
"R0114071","120529122021"
"R0114072","120529122022"
"R0114073","120529122023"
"R0114074","120529122024"
"R0114075","120529122025"
"R0114076","120529122026"
"R0114077","120529122027"
"R0114078","120529122028"
"R0114079","120529122029"
"R0114080","120529122030"
"R0114081","120529123001"
"R0114082","120529123002"
"R0114083","120529123003"
"R0114084","120529123004"
"R0114085","120529123005"
"R0114086","120529123006"
"R0114087","120529123007"
"R0114088","120529123008"
"R0114089","120529123009"
"R0114090","120529123010"
"R0114091","120529123011"
"R0114092","120529123012"
"R0114093","120529123013"
"R0114094","120529123014"
"R0114095","120529123015"
"R0114096","120529123016"
"R0114097","120529123017"
"R0114098","120529123018"
"R0114099","120529123019"
"R0114100","120529123020"
"R0114101","120529123021"
"R0114102","146533307002"
"R0114103","146533307003"
"R0114104","146533324001"
"R0114105","146533324002"
"R0114106","146533307006"
"R0114107","146533307007"
"R0114108","146533307008"
"R0114109","146533307009"
"R0114110","146533307010"
"R0114111","146533307011"
"R0114112","146533307012"
"R0114113","146533307013"
"R0114114","146533307014"
"R0114115","146533307015"
"R0114116","146533307016"
"R0114117","146533307017"
"R0114118","146533401001"
"R0114119","146533401002"
"R0114120","146533308001"
"R0114121","146533308002"
"R0114122","146533308003"
"R0114123","146533308004"
"R0114124","146533401003"
"R0114125","146533401004"
"R0114126","146533401005"
"R0114127","146533401006"
"R0114128","146533401007"
"R0114129","146533401008"
"R0114130","146533401009"
"R0114131","146533401010"
"R0114132","146533401011"
"R0114133","146533402001"
"R0114134","146533402002"
"R0114135","146533402003"
"R0114136","146533402004"
"R0114137","146533402005"
"R0114138","146533402006"
"R0114139","146533402007"
"R0114140","146533402008"
"R0114141","146533402009"
"R0114142","146533402010"
"R0114143","146533402011"
"R0114144","146533402012"
"R0114145","146533404013"
"R0114146","146533402014"
"R0114147","146533403001"
"R0114148","146533403002"
"R0114149","146533403003"
"R0114150","146533403004"
"R0114151","146533403005"
"R0114152","146533403006"
"R0114153","146533403007"
"R0114154","146533403008"
"R0114155","146533403009"
"R0114156","146533403010"
"R0114157","146533403011"
"R0114158","146533403012"
"R0114159","146533403013"
"R0114160","146533403014"
"R0114161","146533403015"
"R0114162","146533403016"
"R0114163","146533403017"
"R0114164","146533403018"
"R0114165","146533403019"
"R0114166","146533403020"
"R0114167","146533307024"
"R0114168","146533307019"
"R0114169","146533307025"
"R0114170","146533307022"
"R0114171","146533307023"
"R0114172","146533308005"
"R0114173","146533402017"
"R0114174","146533402018"
"R0114176","146533401012"
"R0114177","146533403022"
"R0114179","146533403030"
"R0114180","146533403029"
"R0114181","146533311001"
"R0114182","146533307021"
"R0114183","146533307020"
"R0114184","146533308006"
"R0114185","146533401013"
"R0114186","146533401014"
"R0114187","146533401015"
"R0114188","146533402020"
"R0114189","146533308007"
"R0114190","146533402016"
"R0114191","146533402015"
"R0114192","146533402019"
"R0114193","146533401016"
"R0114194","146533403026"
"R0114195","146533403032"
"R0114196","146533403033"
"R0114197","146533403040"
"R0114198","146533403031"
"R0114199","146533403028"
"R0114200","146533403024"
"R0114201","146533403025"
"R0114202","146533403027"
"R0114203","146533403023"
"R0114204","146533403035"
"R0114205","146533404019"
"R0114206","146533404020"
"R0114207","146533403036"
"R0114208","146533403041"
"R0114211","131913000021"
"R0114212","120318203002"
"R0114213","120318203003"
"R0114214","146533304001"
"R0114215","146533304002"
"R0114216","146533304003"
"R0114217","146533304004"
"R0114218","146533304005"
"R0114219","146533304006"
"R0114220","146533304007"
"R0114221","119900000100"
"R0114222","120318443004"
"R0114223","120318443005"
"R0114224","120318443007"
"R0114225","120318443009"
"R0114226","146517001002"
"R0114227","146318300030"
"R0114228","131930008026"
"R0114230","146318348002"
"R0114231","146318351005"
"R0114232","146318351004"
"R0114233","146318351003"
"R0114234","146318348007"
"R0114235","146318348008"
"R0114236","146318348009"
"R0114237","146318348010"
"R0114238","146318348011"
"R0114240","146318348013"
"R0114241","146318348014"
"R0114242","146318348017"
"R0114243","146318348018"
"R0114244","146318348019"
"R0114245","146318348020"
"R0114246","146318348021"
"R0114247","146318348022"
"R0114248","146318348023"
"R0114249","146318348024"
"R0114250","146318348025"
"R0114251","146318348026"
"R0114252","146318348027"
"R0114253","146318348028"
"R0114254","146318348030"
"R0114255","146318348032"
"R0114256","146318348033"
"R0114257","146318348034"
"R0114258","146318348035"
"R0114259","146318348036"
"R0114260","146318348037"
"R0114261","146318348038"
"R0114262","146318348039"
"R0114263","146318348040"
"R0114264","146318348041"
