"","id.musa","address","id.apn","id.acct","lot.sqft"
"6214",1360,"1185 IMPERIAL  LN  SUPERIOR Colorado","157530414002","R0112674",7190
"6215",8466,"1205 IMPERIAL  LN  SUPERIOR Colorado","157530414003","R0112675",7723
"6216",5412,"2068 IMPERIAL  LN  SUPERIOR Colorado","157530414011","R0112683",6821
"6217",9575,"2168 IMPERIAL  LN  SUPERIOR Colorado","157530414016","R0112688",8387
"6218",3966,"2268 IMPERIAL  LN  SUPERIOR Colorado","157530414022","R0112694",7091
"6219",10728,"1202 ELDORADO  DR  SUPERIOR Colorado","157530413001","R0112696",9830
"6220",6838,"1302 ELDORADO  DR  SUPERIOR Colorado","157530413006","R0112701",8059
"6221",10134,"1322 ELDORADO  DR  SUPERIOR Colorado","157530413007","R0112702",9411
"6222",10514,"2053 IMPERIAL  LN  SUPERIOR Colorado","157530412002","R0112708",7183
"6223",519,"2283 IMPERIAL  LN  SUPERIOR Colorado","157530412013","R0112719",9342
"6224",222,"2239 JAROSA  LN  SUPERIOR Colorado","157530411010","R0112742",7137
"6225",2364,"2085 KEOTA  LN  SUPERIOR Colorado","157530410003","R0112758",8223
"6226",3371,"2265 KEOTA  LN  SUPERIOR Colorado","157530410012","R0112767",7545
"6227",5179,"2302 SUMMITVIEW  DR  LONGMONT Colorado","131516407009","R0112978",22537
"6228",4333,"2231 SUMMITVIEW  DR  LONGMONT Colorado","131516408008","R0112987",16508
"6229",6889,"2202 RIDGEVIEW  WAY  LONGMONT Colorado","131516408013","R0112992",18217
"6230",6452,"2130 RIDGEVIEW  WAY  LONGMONT Colorado","131516408015","R0112994",18497
"6231",3200,"2125 RIDGEVIEW  WAY  LONGMONT Colorado","131516409004","R0113000",14126
"6232",3922,"2485 BLUE HERON  CIR  LAFAYETTE Colorado","146528304009","R0113018",16437
"6233",7663,"1771 CASEY  CT  LAFAYETTE Colorado","146528305009","R0113028",21683
"6234",6173,"1767 CASEY  CT  LAFAYETTE Colorado","146528305011","R0113030",12019
"6235",3706,"1763 CASEY  CT  LAFAYETTE Colorado","146528305013","R0113032",13319
"6236",6879,"1737 LOIS  CT  LAFAYETTE Colorado","146528306006","R0113042",14768
"6237",7961,"1735 LOIS  CT  LAFAYETTE Colorado","146528306007","R0113043",14166
"6238",10805,"2167 SAND DOLLAR  DR  LONGMONT Colorado","120529217002","R0113050",8391
"6239",1875,"2943 SAND DOLLAR  CT  LONGMONT Colorado","120529217011","R0113059",9499
"6240",5159,"2137 SAND DOLLAR  DR  LONGMONT Colorado","120529217016","R0113064",7014
"6241",10692,"2131 SAND DOLLAR  DR  LONGMONT Colorado","120529217017","R0113065",6987
"6242",6804,"2119 SAND DOLLAR  DR  LONGMONT Colorado","120529217019","R0113067",6884
"6243",11274,"2123 SEAWAY  CT  LONGMONT Colorado","120529217026","R0113074",7406
"6244",8924,"2130 SEAWAY  CT  LONGMONT Colorado","120529217028","R0113076",7531
"6245",1631,"1572 ELDORADO  DR  SUPERIOR Colorado","157530409010","R0113104",7799
"6246",3930,"2201 FIRESTONE  WAY  SUPERIOR Colorado","157530408002","R0113122",7680
"6247",2350,"1627 ELDORADO  DR  SUPERIOR Colorado","157530407006","R0113132",6622
"6248",7391,"2197 GRAYDEN  CT  SUPERIOR Colorado","157530406005","R0113156",6838
"6249",510,"2217 GRAYDEN  CT  SUPERIOR Colorado","157530406006","R0113157",6459
"6250",8779,"1997 GRAYDEN  CT  SUPERIOR Colorado","157530405002","R0113168",7324
"6251",2217,"2007 GRAYDEN  CT  SUPERIOR Colorado","157530405003","R0113169",6895
"6252",8892,"2017 GRAYDEN  CT  SUPERIOR Colorado","157530405004","R0113170",7211
"6253",5840,"2167 HOLYOKE  LN  SUPERIOR Colorado","157530405013","R0113179",6532
"6254",4065,"2217 HOLYOKE  LN  SUPERIOR Colorado","157530405016","R0113182",6579
"6255",8118,"2237 HOLYOKE  LN  SUPERIOR Colorado","157530405017","R0113183",5858
"6256",6552,"1661 PARK  ST  LAFAYETTE Colorado","157511215015","R0113202",4466
"6257",2042,"6482 CHERRY  CT  UNINCORPORATED Colorado","131531005003","R0113206",48836
"6258",9564,"6460 CORALBERRY  CT  UNINCORPORATED Colorado","131531005006","R0113209",46512
"6259",1409,"6488 CORALBERRY  CT  UNINCORPORATED Colorado","131531005008","R0113211",45734
"6260",8483,"6475 CRANBERRY  CT  UNINCORPORATED Colorado","131531005010","R0113213",46072
"6261",7950,"6507 DAYLILLY  CT  UNINCORPORATED Colorado","131531006001","R0113219",32609
"6262",10480,"6518 DAYLILLY  CT  UNINCORPORATED Colorado","131531006005","R0113223",31131
"6263",1183,"6516 COLUMBINE  CT  UNINCORPORATED Colorado","131531006011","R0113229",29017
"6264",2776,"6511 PRIMROSE  LN  UNINCORPORATED Colorado","131531006012","R0113230",37288
"6265",9579,"6533 PRIMROSE  LN  UNINCORPORATED Colorado","131531006014","R0113232",34241
"6266",1938,"301 WHIZ BANG  RD  UNINCORPORATED Colorado","119930005004","R0113254",379460
"6267",8490,"10 KITTLE  CT  UNINCORPORATED Colorado","119931004005","R0113259",136688
"6268",8246,"1866 ESTABROOK  WAY  SUPERIOR Colorado","157530107007","R0113272",8540
"6269",243,"1956 ESTABROOK  WAY  SUPERIOR Colorado","157529301002","R0113277",7806
"6270",1448,"1981 ESTABROOK  WAY  SUPERIOR Colorado","157530417002","R0113283",7813
"6271",10461,"1984 CEDARIDGE  CIR  SUPERIOR Colorado","157530416008","R0113308",7286
"6272",1677,"1904 CEDARIDGE  CIR  SUPERIOR Colorado","157530101006","R0113315",6771
"6273",3616,"1884 CEDARIDGE  CIR  SUPERIOR Colorado","157530101007","R0113316",7095
"6274",61,"2039 CEDARIDGE  CIR  SUPERIOR Colorado","157530415010","R0113333",9418
"6275",1917,"5016 COVENTRY  CT  UNINCORPORATED Colorado","146312224003","R0113342",4891
"6276",4975,"5048 COVENTRY  CT  UNINCORPORATED Colorado","146312224007","R0113346",5592
"6277",6225,"5017 COVENTRY  CT  UNINCORPORATED Colorado","146312224018","R0113357",5238
"6278",4700,"5041 COVENTRY  CT  UNINCORPORATED Colorado","146312224021","R0113360",4775
"6279",7252,"7374 BUCKINGHAM  CT  UNINCORPORATED Colorado","146312225018","R0113379",5212
"6280",6476,"1017 DELTA  DR  LAFAYETTE Colorado","157510248008","R0113468",9943
"6281",2804,"1028 DELTA  DR  LAFAYETTE Colorado","157510249002","R0113470",8918
"6282",5006,"1406 ORCHID  CT  LAFAYETTE Colorado","157510249014","R0113482",4945
"6283",8857,"1404 ORCHID  CT  LAFAYETTE Colorado","157510249015","R0113483",5021
"6284",6582,"1497 MARIGOLD  DR  LAFAYETTE Colorado","157510251009","R0113505",4551
"6285",744,"1422 MARIGOLD  DR  LAFAYETTE Colorado","157510252013","R0113518",6374
"6286",9389,"1362 MARIGOLD  CT  LAFAYETTE Colorado","157510253004","R0113525",4699
"6287",6782,"1358 MARIGOLD  CT  LAFAYETTE Colorado","157510253005","R0113526",4721
"6288",2834,"1328 MARIGOLD  CT  LAFAYETTE Colorado","157510253011","R0113532",4691
"6289",8248,"2554 PAINT BRUSH  LN  LAFAYETTE Colorado","146533306004","R0113555",6650
"6290",9604,"2538 SWEETWATER  CIR  LAFAYETTE Colorado","146533305008","R0113563",9419
"6291",10394,"2534 SWEETWATER  CIR  LAFAYETTE Colorado","146533305010","R0113565",8441
"6292",7023,"2508 RAVENWOOD  LN  LAFAYETTE Colorado","146533303005","R0113576",6744
"6293",5523,"2507 RAVENWOOD  LN  LAFAYETTE Colorado","146533303011","R0113582",7356
"6294",2462,"315 LODGEWOOD  LN  LAFAYETTE Colorado","146533314001","R0113594",6765
"6295",8048,"830 5TH E AVE  LONGMONT Colorado","131502117001","R0113660",7298
"6296",5043,"842 5TH E AVE  LONGMONT Colorado","131502117003","R0113662",7260
"6297",168,"900 5TH E AVE  LONGMONT Colorado","131502117004","R0113663",7312
"6298",166,"1132 HILLSIDE  LN  LOUISVILLE Colorado","157507305002","R0113684",9863
"6299",2711,"1136 HILLSIDE  LN  LOUISVILLE Colorado","157507305003","R0113685",6968
"6300",147,"1169 HILLSIDE  LN  LOUISVILLE Colorado","157712407007","R0113694",13676
"6301",5836,"1165 HILLSIDE  LN  LOUISVILLE Colorado","157712407008","R0113695",10488
"6302",1192,"7908 WELLSHIRE  CT  UNINCORPORATED Colorado","131530309003","R0113715",10198
"6303",3554,"7109 BURGUNDY  DR  UNINCORPORATED Colorado","131530327001","R0113726",16308
"6304",8960,"7919 FAIRFAX  CT  UNINCORPORATED Colorado","131530309021","R0113733",10142
"6305",3857,"7965 SUSSEX E CT  UNINCORPORATED Colorado","131530309038","R0113750",8749
"6306",10317,"9665 AVOCET  LN  UNINCORPORATED Colorado","146516008002","R0113857",75249
"6307",1410,"9620 AVOCET  LN  UNINCORPORATED Colorado","146521007009","R0113861",100640
"6308",5135,"9440 OWL  LN  UNINCORPORATED Colorado","146508005005","R0113869",109370
"6309",6758,"7180 LONGVIEW  DR  UNINCORPORATED Colorado","131530010001","R0113893",40318
"6310",10195,"857 ST ANDREWS  LN  LOUISVILLE Colorado","157519111005","R0113920",6658
"6311",8548,"829 ST ANDREWS  LN  LOUISVILLE Colorado","157519111012","R0113927",6844
"6312",6146,"825 ST ANDREWS  LN  LOUISVILLE Colorado","157519111013","R0113928",6941
"6313",9489,"819 SPYGLASS  CIR  LOUISVILLE Colorado","157519110013","R0113942",6490
"6314",8231,"820 SPYGLASS  CIR  LOUISVILLE Colorado","157519109010","R0113957",11114
"6315",3475,"816 SPYGLASS  CIR  LOUISVILLE Colorado","157519109012","R0113959",9644
"6316",7123,"809 PINEHURST  CT  LOUISVILLE Colorado","157518417008","R0113975",7148
"6317",9749,"812 PINEHURST  CT  LOUISVILLE Colorado","157518417015","R0113978",9649
"6318",3159,"770 PINEHURST  CT  LOUISVILLE Colorado","157517302010","R0113985",6286
"6319",3389,"755 PINEHURST  CT  LOUISVILLE Colorado","157517302002","R0113989",7354
"6320",8974,"741 ST ANDREWS  LN  LOUISVILLE Colorado","157517303004","R0114000",6584
"6321",7665,"679 AUGUSTA  DR  LOUISVILLE Colorado","157517303007","R0114003",7882
"6322",10228,"651 ST ANDREWS  LN  LOUISVILLE Colorado","157517304005","R0114020",7605
"6323",1817,"601 ST ANDREWS  LN  LOUISVILLE Colorado","157517304010","R0114025",10505
"6324",5445,"2440 MAPLEWOOD W CIR  LONGMONT Colorado","120529122001","R0114051",8165
"6325",7653,"2416 MAPLEWOOD W CIR  LONGMONT Colorado","120529122005","R0114055",7924
"6326",4086,"2318 24TH  AVE  LONGMONT Colorado","120529122011","R0114061",7427
"6327",3628,"2401 MAPLEWOOD E CIR  LONGMONT Colorado","120529122013","R0114063",7356
"6328",10751,"2431 MAPLEWOOD  CIR  LONGMONT Colorado","120529122018","R0114068",6897
"6329",7287,"2433 MAPLEWOOD W CIR  LONGMONT Colorado","120529123009","R0114089",7816
"6330",8276,"352 MORNING STAR  LN  LAFAYETTE Colorado","146533324001","R0114104",9857
"6331",9088,"316 MORNING STAR  LN  LAFAYETTE Colorado","146533307013","R0114113",10423
"6332",7775,"312 MORNING STAR  LN  LAFAYETTE Colorado","146533307014","R0114114",10289
"6333",1544,"2222 TAMARRON  LN  LAFAYETTE Colorado","146533308002","R0114121",14047
"6334",3734,"2212 TAMARRON  LN  LAFAYETTE Colorado","146533401005","R0114126",13474
"6335",1675,"2210 TAMARRON  LN  LAFAYETTE Colorado","146533401006","R0114127",12686
"6336",1171,"2239 EVENING STAR  LN  LAFAYETTE Colorado","146533402005","R0114137",10560
"6337",248,"408 LONE EAGLE  PT  LAFAYETTE Colorado","146533403002","R0114148",19391
"6338",5838,"400 LONE EAGLE  PT  LAFAYETTE Colorado","146533403004","R0114150",22641
"6339",8762,"2054 REDFEATHER  PT  LAFAYETTE Colorado","146533403012","R0114158",16696
"6340",8926,"356 RENDEZVOUS  DR  LAFAYETTE Colorado","146533304005","R0114218",5021
"6341",8540,"1464 PERIWINKLE  DR  BOULDER Colorado","146318348034","R0114257",7410
"6342",9311,"1450 OAKLEAF  CIR  BOULDER Colorado","146318348036","R0114259",8126
"6343",5351,"1421 OAKLEAF  CIR  BOULDER Colorado","146318348038","R0114261",6992
"6344",1238,"1311 OAKLEAF  CIR  BOULDER Colorado","146318348039","R0114262",6617
"6345",1706,"1285 OAKLEAF  CIR  BOULDER Colorado","146318348041","R0114264",6472
"6346",6161,"4440 109TH N ST  UNINCORPORATED Colorado","146515011002","R0114283",90814
"6347",2538,"2452 CANA  CT  LAFAYETTE Colorado","146528307005","R0114308",12217
"6348",2226,"2476 CANA  CT  LAFAYETTE Colorado","146528307011","R0114314",13827
"6349",3913,"3996 26TH  ST  BOULDER Colorado","146317325001","R0114409",15102
"6350",3298,"630 2ND  AVE  LYONS Colorado","120318403007","R0114413",8069
"6351",6863,"2156 MAGNOLIA  DR  UNINCORPORATED Colorado","157905000034","R0114417",403177
"6352",10852,"1525 RIDGEVIEW  DR  LOUISVILLE Colorado","157507128011","R0114473",12643
"6353",5332,"576 LINDEN  ST  LOUISVILLE Colorado","157507130001","R0114477",12240
"6354",2175,"563 LINDEN W ST  LOUISVILLE Colorado","157507129004","R0114491",16048
"6355",6907,"530 LINDEN W ST  LOUISVILLE Colorado","157507130017","R0114503",15376
"6356",472,"594 RIDGE VIEW  DR  LOUISVILLE Colorado","157518324003","R0114575",1252
"6357",6994,"585 RIDGE VIEW  DR  LOUISVILLE Colorado","157518329003","R0114596",1267
"6358",42,"583 RIDGE VIEW  DR  LOUISVILLE Colorado","157518329004","R0114597",1246
"6359",7944,"513 RIDGEVIEW  DR  LOUISVILLE Colorado","157518337003","R0114631",1225
"6360",4934,"4547 SANDPIPER  CT  UNINCORPORATED Colorado","146314224010","R0114663",6584
"6361",9985,"5704 RIM ROCK  CT  BOULDER Colorado","146302422010","R0114693",7665
"6362",4784,"2382 VINEYARD  PL  BOULDER Colorado","146318114006","R0114703",7661
"6363",6338,"2835 15TH  ST  BOULDER Colorado","146330254002","R0114784",8240
"6364",4625,"1171 AMHERST  WAY  SUPERIOR Colorado","157519405005","R0114796",13186
"6365",9232,"1229 SNYDER  WAY  SUPERIOR Colorado","157519405016","R0114806",7386
"6366",3355,"1065 STONEHAM  ST  SUPERIOR Colorado","157519401005","R0114812",5235
"6367",10491,"1455 STONEHAM  ST  SUPERIOR Colorado","157519401022","R0114829",5396
"6368",1892,"1475 STONEHAM  ST  SUPERIOR Colorado","157519401024","R0114831",5002
"6369",3219,"1495 STONEHAM  ST  SUPERIOR Colorado","157519401026","R0114833",4994
"6370",10499,"1515 STONEHAM  ST  SUPERIOR Colorado","157519401028","R0114835",6373
"6371",3692,"1528 AMHERST  ST  SUPERIOR Colorado","157519401033","R0114840",5151
"6372",6278,"1458 AMHERST  ST  SUPERIOR Colorado","157519401039","R0114846",5154
"6373",252,"1438 AMHERST  ST  SUPERIOR Colorado","157519401041","R0114848",5164
"6374",3063,"1308 AMHERST  ST  SUPERIOR Colorado","157519401050","R0114857",5546
"6375",2309,"1288 AMHERST  ST  SUPERIOR Colorado","157519401051","R0114858",5613
"6376",8717,"1268 AMHERST  ST  SUPERIOR Colorado","157519401052","R0114859",6411
"6377",4341,"1340 STONEHAM  ST  SUPERIOR Colorado","157519404008","R0114867",7218
"6378",5952,"1147 RAYMER  LN  SUPERIOR Colorado","157519404018","R0114877",6783
"6379",11242,"1463 AMHERST  ST  SUPERIOR Colorado","157519403004","R0114881",4953
"6380",6621,"5444 WESTRIDGE  DR  UNINCORPORATED Colorado","146309009028","R0114950",56320
"6381",3132,"1104 CHESTNUT  DR  LONGMONT Colorado","131507437002","R0114974",8913
"6382",7383,"1117 CHESTNUT  DR  LONGMONT Colorado","131507438005","R0114994",7992
"6383",10758,"1000 CHOKECHERRY  LN  LONGMONT Colorado","131507439001","R0115028",7430
"6384",1905,"1104 CHOKECHERRY  LN  LONGMONT Colorado","131507439006","R0115033",7824
"6385",6037,"1133 ALDER  WAY  LONGMONT Colorado","131507439015","R0115042",8248
"6386",8612,"1113 ALDER  WAY  LONGMONT Colorado","131507439020","R0115047",8005
"6387",1049,"1683 RADCLIFFE  PL  LONGMONT Colorado","120531115015","R0115085",21301
"6388",7026,"1673 BROWN  CT  LONGMONT Colorado","120531115032","R0115102",15496
"6389",6681,"2160 24TH  ST  BOULDER Colorado","146330650002","R0115137",3315
"6390",8706,"2150 24TH  ST  BOULDER Colorado","146330651002","R0115138",3287
"6391",6643,"1608 PARKSIDE  CIR  LAFAYETTE Colorado","157511216003","R0115141",4247
"6392",1317,"1603 PARKSIDE  CIR  LAFAYETTE Colorado","157511216015","R0115153",5489
"6393",5227,"564 LAKESHORE PARK  RD  UNINCORPORATED Colorado","157917002005","R0115166",40796
"6394",733,"3917 PEBBLE BEACH  DR  UNINCORPORATED Colorado","131732308006","R0115217",19954
"6395",5900,"3989 PEBBLE BEACH  DR  UNINCORPORATED Colorado","131732308013","R0115224",17681
"6396",1999,"4057 SPY GLASS  LN  UNINCORPORATED Colorado","131732308019","R0115230",19709
"6397",7592,"4279 PEBBLE BEACH  DR  UNINCORPORATED Colorado","131732308035","R0115246",15720
"6398",4415,"3980 PEBBLE BEACH  DR  UNINCORPORATED Colorado","131732308065","R0115276",17190
"6399",9496,"4072 SPY GLASS  LN  UNINCORPORATED Colorado","131732308067","R0115278",16588
"6400",8038,"4152 SPY GLASS  LN  UNINCORPORATED Colorado","131732308073","R0115284",14502
"6401",4369,"289 PEARL  ST  BOULDER Colorado","146125321003","R0115293",3520
"6402",4724,"7378 AUGUSTA  DR  BOULDER Colorado","146312230013","R0115309",15769
"6403",2076,"5220 DESERT PINE  CT  BOULDER Colorado","146312230015","R0115311",15831
"6404",477,"5228 DESERT PINE  CT  BOULDER Colorado","146312230016","R0115312",17225
"6405",7553,"7436 AUGUSTA  DR  BOULDER Colorado","146312230024","R0115319",10978
"6406",1973,"7452 AUGUSTA  DR  BOULDER Colorado","146312230026","R0115321",10929
"6407",10643,"720 ORCHARD  DR  LOUISVILLE Colorado","157518411012","R0115338",7344
"6408",7877,"465 ORCHARD  DR  LOUISVILLE Colorado","157518310014","R0115355",8838
"6409",6018,"425 ORCHARD  DR  LOUISVILLE Colorado","157518310018","R0115359",8821
"6410",256,"750 PEACH  CT  LOUISVILLE Colorado","157518413011","R0115396",7377
"6411",2467,"736 APPLE  CT  LOUISVILLE Colorado","157518414009","R0115406",7717
"6412",4273,"767 APPLE  CT  LOUISVILLE Colorado","157518415001","R0115410",7086
"6413",8988,"718 ORCHARD  CT  LOUISVILLE Colorado","157518415008","R0115417",7855
"6414",10955,"1990 AMETHYST  DR  LONGMONT Colorado","131515309002","R0115439",20989
"6415",11338,"1109 TOPAZ  CT  LONGMONT Colorado","131515309006","R0115443",24921
"6416",5632,"2070 AMETHYST  DR  LONGMONT Colorado","131515309013","R0115450",32781
"6417",8790,"5818 ORCHARD CREEK  LN  BOULDER Colorado","146315213006","R0115515",8456
"6418",10395,"5787 ORCHARD CREEK  LN  BOULDER Colorado","146315210002","R0115517",5169
"6419",1346,"5738 ORCHARD CREEK N CIR  BOULDER Colorado","146315210023","R0115538",6514
"6420",2019,"5765 ORCHARD CREEK N CIR  BOULDER Colorado","146315214008","R0115547",12927
"6421",9411,"5757 ORCHARD CREEK N CIR  BOULDER Colorado","146315214010","R0115549",17089
"6422",8626,"5731 ORCHARD CREEK N CIR  BOULDER Colorado","146315214014","R0115553",15168
"6423",953,"2427 BOXWOOD  CT  LAFAYETTE Colorado","146528308005","R0115574",14285
"6424",9297,"1605 ZINNIA  CIR  LAFAYETTE Colorado","146528308015","R0115584",11096
"6425",8112,"1468 ZINNIA  CIR  LAFAYETTE Colorado","146528309007","R0115598",11757
"6426",1447,"1592 ZINNIA  CIR  LAFAYETTE Colorado","146528309013","R0115604",14842
"6427",6807,"2459 JONQUIL  CT  LAFAYETTE Colorado","146528309017","R0115608",14363
"6428",3255,"2447 JONQUIL  CT  LAFAYETTE Colorado","146528309020","R0115611",10869
"6429",2946,"900 SUNNY  WAY  LAFAYETTE Colorado","146532009004","R0115624",40021
"6430",2933,"1854 SUNLIGHT  DR  LONGMONT Colorado","120526329003","R0115631",8825
"6431",8511,"1842 SUNLIGHT  DR  LONGMONT Colorado","120526329005","R0115633",8793
"6432",9033,"1772 SUNLIGHT  DR  LONGMONT Colorado","120526329012","R0115640",8134
"6433",1055,"1742 SUNLIGHT  DR  LONGMONT Colorado","120526329017","R0115645",8778
"6434",9754,"1843 SUNLIGHT  DR  LONGMONT Colorado","120526330005","R0115655",9215
"6435",5784,"1813 SUNLIGHT  DR  LONGMONT Colorado","120526330010","R0115660",8950
"6436",1590,"1731 SUNLIGHT  DR  LONGMONT Colorado","120526331008","R0115669",7894
"6437",1445,"3655 SUNSHINE CANYON  DR  UNINCORPORATED Colorado","146115000034","R0115672",803790
"6438",5197,"1826 LITTLE BEAR  CT  LONGMONT Colorado","120526332008","R0115689",12920
"6439",5162,"1736 CRESTONE  DR  LONGMONT Colorado","120526334003","R0115714",9227
"6440",6674,"8708 SKYLAND  DR  UNINCORPORATED Colorado","131532219002","R0115719",25660
"6441",1573,"2527 LAKE MEADOW  DR  LAFAYETTE Colorado","146528201011","R0115755",11825
"6442",4826,"2534 LAKE MEADOW  DR  LAFAYETTE Colorado","146528201021","R0115765",13724
"6443",1725,"2584 LAKE MEADOW  DR  LAFAYETTE Colorado","146528201039","R0115783",11923
"6444",10110,"2588 LAKE MEADOW  DR  LAFAYETTE Colorado","146528201040","R0115784",10980
"6445",2341,"807 ELDORADO  DR  SUPERIOR Colorado","157530313005","R0115795",8113
"6446",1876,"954 LASALLE  ST  SUPERIOR Colorado","157530404009","R0115806",9815
"6447",9032,"929 LASALLE  ST  SUPERIOR Colorado","157530404013","R0115810",15115
"6448",431,"1984 LASALLE  ST  SUPERIOR Colorado","157530404019","R0115816",10367
"6449",2345,"1026 MONROE  WAY  SUPERIOR Colorado","157530403021","R0115854",8398
"6450",8496,"1046 MONROE  WAY  SUPERIOR Colorado","157530403022","R0115855",8421
"6451",8977,"1029 MONARCH  WAY  SUPERIOR Colorado","157530403026","R0115859",9449
"6452",11212,"1009 MONARCH  WAY  SUPERIOR Colorado","157530403027","R0115860",8164
"6453",9267,"877 ELDORADO  DR  SUPERIOR Colorado","157530403032","R0115865",10066
"6454",6529,"867 ELDORADO  DR  SUPERIOR Colorado","157530312006","R0115866",8664
"6455",4396,"857 ELDORADO  DR  SUPERIOR Colorado","157530312005","R0115867",8849
"6456",5505,"2289 LASALLE  ST  SUPERIOR Colorado","157530402009","R0115878",8310
"6457",9140,"762 ELDORADO  DR  SUPERIOR Colorado","157530311001","R0115884",10687
"6458",5983,"772 ELDORADO  DR  SUPERIOR Colorado","157530311002","R0115885",8709
"6459",2301,"882 ELDORADO  DR  SUPERIOR Colorado","157530311013","R0115896",8505
"6460",165,"902 ELDORADO  DR  SUPERIOR Colorado","157530311015","R0115898",8411
"6461",1854,"1082 ELDORADO  DR  SUPERIOR Colorado","157530401010","R0115908",9644
"6462",5115,"601 RIDER RIDGE EAST  DR  LONGMONT Colorado","131502118014","R0115928",8991
"6463",8538,"521 RIDER RIDGE  DR  LONGMONT Colorado","131502144001","R0115948",8286
"6464",4114,"544 RIDER RIDGE  DR  LONGMONT Colorado","131502121015","R0115968",8151
"6465",747,"524 RIDER RIDGE  DR  LONGMONT Colorado","131502143015","R0115973",7915
"6466",10824,"508 RIDER RIDGE  DR  LONGMONT Colorado","131502143019","R0115977",7732
"6467",8141,"2051 DAILEY  LN  SUPERIOR Colorado","157530310005","R0115984",6569
"6468",3621,"2031 DAILEY  LN  SUPERIOR Colorado","157530310007","R0115986",6419
"6469",8714,"2011 DAILEY  LN  SUPERIOR Colorado","157530310009","R0115988",6784
"6470",8263,"2047 ERIE  LN  SUPERIOR Colorado","157530310022","R0116001",6601
"6471",4523,"2017 ERIE  LN  SUPERIOR Colorado","157530310025","R0116004",13281
"6472",1457,"2146 DAILEY  ST  SUPERIOR Colorado","157530310041","R0116020",9327
"6473",7380,"703 EATON  CIR  SUPERIOR Colorado","157530310075","R0116054",6138
"6474",9353,"713 EATON  CIR  SUPERIOR Colorado","157530310076","R0116055",7698
"6475",1717,"498 EATON  CIR  SUPERIOR Colorado","157530309005","R0116060",7733
"6476",5175,"528 EATON  CIR  SUPERIOR Colorado","157530309008","R0116063",5994
"6477",4710,"2246 DAILEY  ST  SUPERIOR Colorado","157530309032","R0116087",6105
"6478",1345,"2261 DAILEY  ST  SUPERIOR Colorado","157530308013","R0116101",6150
"6479",9689,"743 EATON  CIR  SUPERIOR Colorado","157530308024","R0116112",6877
"6480",1932,"2222 BRISTOL  ST  SUPERIOR Colorado","157530307005","R0116118",5725
"6481",7705,"2272 BRISTOL  ST  SUPERIOR Colorado","157530307010","R0116123",5796
"6482",9511,"2312 BRISTOL  ST  SUPERIOR Colorado","157530307014","R0116127",6508
"6483",7952,"509 BRIGGS  PL  SUPERIOR Colorado","157530307020","R0116133",5080
"6484",6430,"539 BRIGGS  PL  SUPERIOR Colorado","157530307023","R0116136",5122
"6485",1263,"2422 BRISTOL  ST  SUPERIOR Colorado","157530306009","R0116152",4848
"6486",10137,"2372 BRISTOL  ST  SUPERIOR Colorado","157530306012","R0116155",5622
"6487",7980,"2337 BRISTOL  ST  SUPERIOR Colorado","157530305013","R0116170",4881
"6488",1044,"2407 BRISTOL  ST  SUPERIOR Colorado","157530305020","R0116177",5536
"6489",9285,"2410 ANDREW  DR  SUPERIOR Colorado","157530305036","R0116193",5175
"6490",1199,"2300 ANDREW  DR  SUPERIOR Colorado","157530305047","R0116204",5094
"6491",1321,"2290 ANDREW  DR  SUPERIOR Colorado","157530305048","R0116205",4995
"6492",11292,"2175 ANDREW  DR  SUPERIOR Colorado","157530304002","R0116212",6476
"6493",6159,"2415 ANDREW  DR  SUPERIOR Colorado","157530304030","R0116240",5758
"6494",11194,"2467 AJAX  CT  SUPERIOR Colorado","157530304032","R0116242",7488
"6495",2323,"2462 AJAX  CT  SUPERIOR Colorado","157530304037","R0116247",6296
"6496",10406,"2485 ANDREW  DR  SUPERIOR Colorado","157530304041","R0116251",5225
"6497",4805,"2585 CLAYTON  CIR  SUPERIOR Colorado","157530303013","R0116273",5800
"6498",6888,"2575 CLAYTON  CIR  SUPERIOR Colorado","157530303014","R0116274",5915
"6499",2788,"2445 CLAYTON  CIR  SUPERIOR Colorado","157530303027","R0116287",7715
"6500",4056,"2325 CLAYTON  CIR  SUPERIOR Colorado","157530303036","R0116296",6895
"6501",11120,"2600 CLAYTON  CIR  SUPERIOR Colorado","157530301011","R0116309",6888
"6502",11202,"2560 CLAYTON  CIR  SUPERIOR Colorado","157530301014","R0116312",7098
"6503",4047,"2550 CLAYTON  CIR  SUPERIOR Colorado","157530301015","R0116313",6608
"6504",9960,"2510 CLAYTON  CIR  SUPERIOR Colorado","157530301017","R0116315",10401
"6505",6465,"8525 WATERFORD  WAY  UNINCORPORATED Colorado","131530009012","R0116351",22401
"6506",1343,"1282 CRESSIDA  CT  LAFAYETTE Colorado","157504424003","R0116354",9181
"6507",413,"1277 CRESSIDA  CT  LAFAYETTE Colorado","157504424011","R0116362",8138
"6508",1606,"1120 NAUTILUS  CT  LAFAYETTE Colorado","157504424015","R0116366",10684
"6509",5472,"1745 PEREGRINE  CT  LAFAYETTE Colorado","146528311005","R0116372",16296
"6510",4464,"1777 POPPY  CT  LAFAYETTE Colorado","146528312007","R0116387",15311
"6511",1736,"2469 GINNY  WAY  LAFAYETTE Colorado","146528312011","R0116391",15961
"6512",5245,"343 LAUREL  WAY  LAFAYETTE Colorado","146533313029","R0116452",6696
