rank,school,school_url,school_id,district,district_url,district_id,address,city,city_url,zip,county,phone,low_grade,high_grade,is_title_i,is_charter,is_magnet,is_virtual,number_students,number_full-time_teachers,student_teacher_ratio,pct_free/disc_lunch,pct_african_american,pct_american_indian,pct_asian,pct_hispanic,pct_pacific_islander,pct_two_or_more_races,pct_white,average_standard_score_(2020-21),average_standard_score_(2018-19),rank_(2018-19),rank_change_from_(2018-19),schooldigger_star_rating
399,Hotchkiss Elementary School,https://www.schooldigger.com/go/CO/schools/0333000299/school.aspx,"""0333000299""",Delta County Joint District No. 50,https://www.schooldigger.com/go/CO/district/03330/search.aspx,"""03330""",465 Lorah Lane,Hotchkiss,https://www.schooldigger.com/go/CO/city/Hotchkiss/search.aspx,81419,Delta County,(970) 872-3325,PK,08,Yes,No,No,No,340,20.5,16.5,62.6,0.3,0.9,0,17.4,0,2.4,79.1,46.7,44.2,502,103,2
400,Akron Elementary School,https://www.schooldigger.com/go/CO/schools/0204000024/school.aspx,"""0204000024""",Akron School District No. R-1,https://www.schooldigger.com/go/CO/district/02040/search.aspx,"""02040""",600 Elm Avenue,Akron,https://www.schooldigger.com/go/CO/city/Akron/search.aspx,80720,Washington County,(970) 345-2266,PK,08,Yes,No,No,No,284,25.7,11,56,0,0.7,0.4,20.1,0,5.6,73.2,46.5,30.3,643,243,2
401,Canyon Creek Elementary School,https://www.schooldigger.com/go/CO/schools/0291001831/school.aspx,"""0291001831""",Cherry Creek School District No. 5,https://www.schooldigger.com/go/CO/district/02910/search.aspx,"""02910""",6070 South Versailles Parkway,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80015,Arapahoe County,(720) 886-3600,PK,05,No,No,No,No,494,31.8,15.5,27.7,10.7,0.4,6.1,18.4,0.2,8.5,55.7,46.4,63.9,322,-79,2
402,Harris Bilingual Elementary School,https://www.schooldigger.com/go/CO/schools/0399000573/school.aspx,"""0399000573""",Poudre School District R-1,https://www.schooldigger.com/go/CO/district/03990/search.aspx,"""03990""",501 East Elizabeth,Fort Collins,https://www.schooldigger.com/go/CO/city/Fort+Collins/search.aspx,80524,Larimer County,(970) 488-5200,PK,05,Yes,No,No,No,326,20,16.2,58.3,0.6,0,0,69,0,2.5,27.9,46.2,71.5,246,-156,2
403,Mortensen Elementary School,https://www.schooldigger.com/go/CO/schools/0480000991/school.aspx,"""0480000991""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",8006 South Iris,Littleton,https://www.schooldigger.com/go/CO/city/Littleton/search.aspx,80128,Jefferson County,(303) 982-0022,PK,05,No,No,No,No,369,26.1,14.1,32.5,1.1,0.3,1.9,17.3,0,6.2,73.2,46.1,49.9,448,45,2
404,Patterson International School,https://www.schooldigger.com/go/CO/schools/0480000770/school.aspx,"""0480000770""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",1263 South Dudley Street,Lakewood,https://www.schooldigger.com/go/CO/city/Lakewood/search.aspx,80232,Jefferson County,(303) 982-8470,PK,06,No,No,No,No,453,22.7,19.9,49.9,0.4,0.9,9.1,45.9,0,2.9,40.8,46.1,40.7,533,129,2
405,Strasburg Elementary School,https://www.schooldigger.com/go/CO/schools/0675001159/school.aspx,"""0675001159""",Strasburg School District 31J,https://www.schooldigger.com/go/CO/district/06750/search.aspx,"""06750""",56729 East Colorado Avenue,Strasburg,https://www.schooldigger.com/go/CO/city/Strasburg/search.aspx,80136,Adams County,(303) 622-9211,PK,05,Yes,No,No,No,508,32.3,15.7,31.1,1.4,0.4,1.2,21.5,0.2,4.5,70.9,46,50.9,438,33,2
406,Eagle Crest Elementary School,https://www.schooldigger.com/go/CO/schools/0537001675/school.aspx,"""0537001675""",St. Vrain Valley School District No. Re1J,https://www.schooldigger.com/go/CO/district/05370/search.aspx,"""05370""",4444 Clover Basin Drive,Longmont,https://www.schooldigger.com/go/CO/city/Longmont/search.aspx,80503,Boulder County,(303) 485-6073,PK,05,No,No,No,No,583,33.1,17.6,32.9,1,0.9,6.7,24.4,0.2,3.1,63.8,45.9,67.2,292,-114,2
407,University Hill Elementary School,https://www.schooldigger.com/go/CO/schools/0249000135/school.aspx,"""0249000135""",Boulder Valley School District No. Re2,https://www.schooldigger.com/go/CO/district/02490/search.aspx,"""02490""",956  16th Street,Boulder,https://www.schooldigger.com/go/CO/city/Boulder/search.aspx,80302,Boulder County,(720) 561-5416,PK,05,Yes,No,No,No,464,31.7,14.6,55.2,0.4,0.2,0.2,67.9,0.2,3.2,27.8,45.8,40.5,535,128,2
408,Green Gables Elementary School,https://www.schooldigger.com/go/CO/schools/0480000734/school.aspx,"""0480000734""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",8701 West Woodard Drive,Lakewood,https://www.schooldigger.com/go/CO/city/Lakewood/search.aspx,80227,Jefferson County,(303) 982-8314,KG,05,No,No,No,No,209,14.6,14.3,37.3,1,0.5,2.4,24.4,0,1,70.8,45.7,69.9,257,-151,2
409,Rocky Mountain Classical Academy,https://www.schooldigger.com/go/CO/schools/0387002000/school.aspx,"""0387002000""",El Paso County Colorado School District 49,https://www.schooldigger.com/go/CO/district/03870/search.aspx,"""03870""",4620 Antelope Ridge,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80922,El Paso County,(719) 622-8000,KG,08,No,Yes,No,No,1102,68.9,15.9,20.5,3,0.2,1.1,18.7,0.5,10.7,65.9,45.5,36.4,578,169,2
410,Fowler Elementary School,https://www.schooldigger.com/go/CO/schools/0411001981/school.aspx,"""0411001981""",Fowler School District No. R4J,https://www.schooldigger.com/go/CO/district/04110/search.aspx,"""04110""",601 West Grant,Fowler,https://www.schooldigger.com/go/CO/city/Fowler/search.aspx,81039,Otero County,(719) 263-4364,KG,06,Yes,No,No,No,194,18.3,10.6,56.7,2.1,0,0,24.7,0,3.1,70.1,45.5,38.8,554,144,2
411,Legacy Peak Elementary School,https://www.schooldigger.com/go/CO/schools/0192006758/school.aspx,"""0192006758""",Academy School District No. 20,https://www.schooldigger.com/go/CO/district/01920/search.aspx,"""01920""",8701 Wolf Valley Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80920,El Paso County,(719) 234-5900,PK,05,No,No,No,No,558,34,16.4,9.5,3,0.4,4.1,13.4,0.4,6.8,71.9,45.3,65.2,308,-103,2
412,Namaqua Elementary School,https://www.schooldigger.com/go/CO/schools/0540000937/school.aspx,"""0540000937""",Thompson School District R-2j,https://www.schooldigger.com/go/CO/district/05400/search.aspx,"""05400""",209 North County Road 19e,Loveland,https://www.schooldigger.com/go/CO/city/Loveland/search.aspx,80537,Larimer County,(970) 613-6600,KG,05,No,No,No,No,314,19.1,16.3,41.7,0.6,0.6,0.3,16.6,0,4.8,77.1,45.2,48.7,455,43,2
413,Cedaredge Elementary School,https://www.schooldigger.com/go/CO/schools/0333000293/school.aspx,"""0333000293""",Delta County Joint District No. 50,https://www.schooldigger.com/go/CO/district/03330/search.aspx,"""03330""",380 N  Grand Mesa Drive,Cedaredge,https://www.schooldigger.com/go/CO/city/Cedaredge/search.aspx,81413,Delta County,(970) 856-3885,PK,05,Yes,No,No,No,374,22.1,16.8,59.4,0.8,0.3,0,12.6,0,4.3,82.1,44.8,55.3,395,-18,2
414,Wiggins Elementary School,https://www.schooldigger.com/go/CO/schools/0729001257/school.aspx,"""0729001257""",School District No. Re-50 Wiggins,https://www.schooldigger.com/go/CO/district/07290/search.aspx,"""07290""",415 Main Street,Wiggins,https://www.schooldigger.com/go/CO/city/Wiggins/search.aspx,80654,Morgan County,(970) 483-7784,PK,06,Yes,No,No,No,419,24.4,17.1,43.7,0.5,0,0.5,29.1,0,3.6,66.3,44.8,33.4,608,194,2
415,Sabin World School,https://www.schooldigger.com/go/CO/schools/0336000398/school.aspx,"""0336000398""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",3050 South Vrain Street,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80236,Denver County,(720) 424-4520,PK,05,Yes,No,No,No,696,43.8,15.8,67.8,2.4,0.9,4.6,65.4,0.3,3,23.4,44.7,57.2,385,-30,2
416,Thomas MacLaren State Charter School,https://www.schooldigger.com/go/CO/schools/0002006437/school.aspx,"""0002006437""",State Charter School Institute,https://www.schooldigger.com/go/CO/district/00020/search.aspx,"""00020""",1702 N Murray Blvd,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80915,El Paso County,(719) 313-4488,KG,12,No,Yes,No,No,867,64.7,13.3,21.5,1.3,0.2,2.5,21.8,0,8.1,66.1,44.7,48.6,457,41,2
417,French Elementary School,https://www.schooldigger.com/go/CO/schools/0648001458/school.aspx,"""0648001458""",School District No. 3,https://www.schooldigger.com/go/CO/district/06480/search.aspx,"""06480""",5225 Alturas Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80911,El Paso County,(719) 391-3495,KG,05,Yes,No,No,No,605,34.5,17.5,49.6,11.4,0.8,2.1,30.1,1.5,10.4,43.6,44.6,37.9,563,146,2
418,McKinley Elementary School,https://www.schooldigger.com/go/CO/schools/0279000175/school.aspx,"""0279000175""",Fremont Re-1,https://www.schooldigger.com/go/CO/district/02790/search.aspx,"""02790""",1240 Mc Kinley Street,Canon City,https://www.schooldigger.com/go/CO/city/Canon+City/search.aspx,81212,Fremont County,(719) 276-6010,PK,05,Yes,No,No,No,175,16.8,10.3,69.1,1.7,0.6,0,9.7,0.6,2.3,85.1,44.5,27.1,687,269,2
419,Talbott STEAM Innovation School,https://www.schooldigger.com/go/CO/schools/0648001119/school.aspx,"""0648001119""",School District No. 3,https://www.schooldigger.com/go/CO/district/06480/search.aspx,"""06480""",401 Dean Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80911,El Paso County,(719) 391-3475,KG,05,Yes,No,No,No,421,29.5,14.2,50.6,6.4,1,0.7,24,0.7,8.1,59.1,44.4,40.2,538,119,2
420,Weber Elementary School,https://www.schooldigger.com/go/CO/schools/0480000798/school.aspx,"""0480000798""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",8725 West 81st Place,Arvada,https://www.schooldigger.com/go/CO/city/Arvada/search.aspx,80005,Jefferson County,(303) 982-1012,KG,05,No,No,No,No,324,21.2,15.2,36.7,0.6,0,0.3,22.5,0.3,5.6,70.7,44.3,38.9,552,132,2
421,Burlington Elementary School,https://www.schooldigger.com/go/CO/schools/0537000896/school.aspx,"""0537000896""",St. Vrain Valley School District No. Re1J,https://www.schooldigger.com/go/CO/district/05370/search.aspx,"""05370""",1051 S. Pratt Parkway,Longmont,https://www.schooldigger.com/go/CO/city/Longmont/search.aspx,80501,Boulder County,(303) 776-8861,PK,05,No,No,No,No,427,25,17,50.6,1.2,0,2.3,41.5,0.7,3.7,50.6,44.2,45.8,487,66,2
422,Lincoln Elementary School,https://www.schooldigger.com/go/CO/schools/0333000301/school.aspx,"""0333000301""",Delta County Joint District No. 50,https://www.schooldigger.com/go/CO/district/03330/search.aspx,"""03330""",1050 Hastings,Delta,https://www.schooldigger.com/go/CO/city/Delta/search.aspx,81416,Delta County,(970) 874-3700,KG,05,Yes,No,No,No,534,29,18.3,74,0,0.7,2.4,33,0.2,2.6,61,44.1,38.7,555,133,2
423,Global Village Academy - Northglenn,https://www.schooldigger.com/go/CO/schools/0002006503/school.aspx,"""0002006503""",State Charter School Institute,https://www.schooldigger.com/go/CO/district/00020/search.aspx,"""00020""",555 West 112th Avenue,Northglenn,https://www.schooldigger.com/go/CO/city/Northglenn/search.aspx,80234,Adams County,(303) 446-7100,KG,08,Yes,Yes,No,No,883,52.5,16.8,41.9,0.9,0.5,3.2,52.9,0.2,2.9,39.4,44,55.2,397,-26,2
424,Global Village Academy - Douglas County,https://www.schooldigger.com/go/CO/schools/0345006656/school.aspx,"""0345006656""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",10940 South Parker Road #781,Parker,https://www.schooldigger.com/go/CO/city/Parker/search.aspx,80134,Douglas County,(720) 476-8044,KG,05,No,Yes,No,No,389,26.5,14.6,16.2,2.3,0.3,6.4,30.8,0.5,11.1,48.6,43.8,53.8,414,-10,2
425,B F Kitchen Elementary School,https://www.schooldigger.com/go/CO/schools/0540000924/school.aspx,"""0540000924""",Thompson School District R-2j,https://www.schooldigger.com/go/CO/district/05400/search.aspx,"""05400""",915 Deborah Drive,Loveland,https://www.schooldigger.com/go/CO/city/Loveland/search.aspx,80537,Larimer County,(970) 613-5500,KG,05,No,No,No,No,217,13.3,16.2,61.8,0.5,1.4,0,20.3,0,6,71.9,43.8,45.3,494,69,2
426,New Summit Charter Academy,https://www.schooldigger.com/go/CO/schools/0192006745/school.aspx,"""0192006745""",Academy School District No. 20,https://www.schooldigger.com/go/CO/district/01920/search.aspx,"""01920""",7899 Lexington Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80920,El Paso County,(719) 283-1731,KG,08,No,Yes,No,No,554,33.9,16.3,17.1,4.7,0,2.7,13.4,0.5,9.9,68.8,43.2,54.4,406,-20,2
427,Arrowhead Elementary School,https://www.schooldigger.com/go/CO/schools/0291000183/school.aspx,"""0291000183""",Cherry Creek School District No. 5,https://www.schooldigger.com/go/CO/district/02910/search.aspx,"""02910""",19100 East Bates Avenue,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80013,Arapahoe County,(720) 886-2800,PK,05,No,No,No,No,539,32,16.7,43.4,13.7,0.9,4.8,28.4,0.7,8.2,43.2,43.1,27.8,676,249,2
428,Eagleview Elementary School,https://www.schooldigger.com/go/CO/schools/0690001622/school.aspx,"""0690001622""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",4601 Summit Grove Parkway,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80241,Adams County,(720) 972-5760,KG,05,No,No,No,No,561,30.5,18.3,23.9,1.8,0.2,7.5,26,0.4,3.9,60.2,42.9,63.5,327,-101,2
429,Stedman Elementary School,https://www.schooldigger.com/go/CO/schools/0336000411/school.aspx,"""0336000411""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",2940 Dexter Street,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80207,Denver County,(720) 424-3800,PK,05,Yes,No,No,No,337,23.9,14,48.1,29.4,0.3,0.6,25.2,0,5.6,38.9,42.6,18.1,787,358,2
430,Wray Elementary School,https://www.schooldigger.com/go/CO/schools/0001701816/school.aspx,"""0001701816""",Wray Rd-2 School District,https://www.schooldigger.com/go/CO/district/00017/search.aspx,"""00017""",30204 County Road 35,Wray,https://www.schooldigger.com/go/CO/city/Wray/search.aspx,80758,Yuma County,(970) 332-4347,PK,06,Yes,No,No,No,335,21.4,15.6,57,0,0,0,32.2,0,0.9,66.9,42.5,60.2,363,-67,2
431,Haaff Elementary School,https://www.schooldigger.com/go/CO/schools/0612001047/school.aspx,"""0612001047""",Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,"""06120""",15 Chinook Lane,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81001,Pueblo County,(719) 549-7550,PK,05,No,No,No,No,325,17.5,18.5,80.9,2.5,0.6,1.5,65.2,0,4.9,25.2,42.5,47.7,473,42,2
432,Legacy Academy,https://www.schooldigger.com/go/CO/schools/0372001586/school.aspx,"""0372001586""",Elizabeth School District,https://www.schooldigger.com/go/CO/district/03720/search.aspx,"""03720""",1975 Legacy Circle,Elizabeth,https://www.schooldigger.com/go/CO/city/Elizabeth/search.aspx,80107,Elbert County,(303) 646-2636,KG,08,No,Yes,No,No,465,26.8,17.3,13.8,1.7,1.7,1.5,5.6,0,2.6,86.9,42.2,53.7,416,-16,2
433,Needham Elementary School,https://www.schooldigger.com/go/CO/schools/0348000453/school.aspx,"""0348000453""",Durango School District No. 9-R,https://www.schooldigger.com/go/CO/district/03480/search.aspx,"""03480""",2425 West Third Avenue,Durango,https://www.schooldigger.com/go/CO/city/Durango/search.aspx,81301,La Plata County,(970) 247-4791,PK,05,Yes,No,No,No,427,29.3,14.5,35.8,0.7,6.6,0.5,13.8,0.2,4.4,73.8,42.2,35.3,591,158,2
434,Aurora Academy Charter School,https://www.schooldigger.com/go/CO/schools/0234001759/school.aspx,"""0234001759""",Aurora Joint District No. 28,https://www.schooldigger.com/go/CO/district/02340/search.aspx,"""02340""",10251 East 1st Ave,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80010,Arapahoe County,(303) 367-5983,KG,08,No,Yes,No,No,520,38.6,13.4,72.3,39.4,0.4,2.5,35.4,0.2,5.2,16.9,42.1,40,540,106,2
435,Glennon Heights Elementary School,https://www.schooldigger.com/go/CO/schools/0480000731/school.aspx,"""0480000731""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",11025 West Glennon Drive,Lakewood,https://www.schooldigger.com/go/CO/city/Lakewood/search.aspx,80226,Jefferson County,(303) 982-8240,KG,05,No,No,No,No,195,14.6,13.3,56.9,3.6,0.5,0.5,33.3,0,2.6,59.5,41.6,23.5,726,291,2
436,Vassar Elementary School,https://www.schooldigger.com/go/CO/schools/0234001294/school.aspx,"""0234001294""",Aurora Joint District No. 28,https://www.schooldigger.com/go/CO/district/02340/search.aspx,"""02340""",18101 East Vassar Pl,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80013,Arapahoe County,(303) 752-3772,PK,05,No,No,No,No,520,27,19.2,67.1,19.8,1.2,6.9,38.1,1,12.7,20.4,41.5,27.2,682,246,2
437,Mammoth Heights Elementary,https://www.schooldigger.com/go/CO/schools/0345006337/school.aspx,"""0345006337""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",9500 Stonegate Parkway,Parker,https://www.schooldigger.com/go/CO/city/Parker/search.aspx,80134,Douglas County,(303) 387-8385,PK,06,No,No,No,No,668,37.5,17.8,14.7,1.9,0.4,5.1,15.9,0,5.5,71.1,41.2,52.7,428,-9,2
438,West Grand Elementary and Middle School,https://www.schooldigger.com/go/CO/schools/0507000829/school.aspx,"""0507000829""",West Grand School District No. 1,https://www.schooldigger.com/go/CO/district/05070/search.aspx,"""05070""",715 Kinsey Avenue,Kremmling,https://www.schooldigger.com/go/CO/city/Kremmling/search.aspx,80459,Grand County,(970) 724-1000,KG,08,Yes,No,No,No,296,24.8,11.9,37.2,0.3,0.3,0.3,28.4,0.3,2.4,67.9,41.1,29.4,657,219,2
439,Widefield Elementary School of the Arts,https://www.schooldigger.com/go/CO/schools/0648001128/school.aspx,"""0648001128""",School District No. 3,https://www.schooldigger.com/go/CO/district/06480/search.aspx,"""06480""",509 Widefield Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80911,El Paso County,(719) 391-3335,KG,05,Yes,No,No,No,423,29.3,14.4,60,5.4,0,1.2,26,1.4,8.3,57.7,41.1,64,320,-119,2
440,Sunrise Elementary School,https://www.schooldigger.com/go/CO/schools/0648001418/school.aspx,"""0648001418""",School District No. 3,https://www.schooldigger.com/go/CO/district/06480/search.aspx,"""06480""",7070 Grand Valley Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80911,El Paso County,(719) 391-3415,KG,05,Yes,No,No,No,586,33.5,17.4,38.4,8,0.2,2,28.3,1.7,9.6,50.2,40.8,49.6,452,12,2
441,Upper Blue Elementary School,https://www.schooldigger.com/go/CO/schools/0681001564/school.aspx,"""0681001564""",Summit School District No. Re 1,https://www.schooldigger.com/go/CO/district/06810/search.aspx,"""06810""",1200 Airport Road,Breckenridge,https://www.schooldigger.com/go/CO/city/Breckenridge/search.aspx,80424,Summit County,(970) 368-1800,PK,05,No,No,No,No,262,21,12.4,35.9,0.4,0,0.8,35.5,0,5,58.4,40.6,45.2,496,55,2
442,Cottonwood Elementary School,https://www.schooldigger.com/go/CO/schools/0579001554/school.aspx,"""0579001554""",Montrose County School District Re-1J,https://www.schooldigger.com/go/CO/district/05790/search.aspx,"""05790""",3500 Woodgate Road,Montrose,https://www.schooldigger.com/go/CO/city/Montrose/search.aspx,81401,Montrose County,(970) 249-2539,KG,05,Yes,No,No,No,431,23.9,18,35.3,0.5,0.2,0.7,17.6,0,2.3,78.7,40.3,69.2,265,-177,2
443,Garnet Mesa Elementary School,https://www.schooldigger.com/go/CO/schools/0333000298/school.aspx,"""0333000298""",Delta County Joint District No. 50,https://www.schooldigger.com/go/CO/district/03330/search.aspx,"""03330""",600 A Street,Delta,https://www.schooldigger.com/go/CO/city/Delta/search.aspx,81416,Delta County,(970) 874-8003,KG,05,Yes,No,No,No,556,30,18.4,60.8,0.7,0.2,0.7,34.7,0,2.5,61.2,40.3,39,551,108,2
444,Fremont Elementary School,https://www.schooldigger.com/go/CO/schools/0306000236/school.aspx,"""0306000236""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",5110 El Camino Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80918,El Paso County,(719) 328-5600,PK,05,Yes,No,No,No,486,30.7,15.8,65.2,10.1,0.4,2.3,30.5,0.6,6.6,49.6,39.9,38.6,557,113,2
445,Lewis-Arriola Elementary School,https://www.schooldigger.com/go/CO/schools/0309000837/school.aspx,"""0309000837""",Montezuma-Cortez School District No. Re-1,https://www.schooldigger.com/go/CO/district/03090/search.aspx,"""03090""",21434 Road U,Cortez,https://www.schooldigger.com/go/CO/city/Cortez/search.aspx,81321,Montezuma County,(970) 882-4494,KG,05,Yes,No,No,No,128,6.7,18.9,35.9,0.8,3.9,0,12.5,0,6.3,76.6,39.9,52.4,430,-15,2
446,Pioneer Bilingual Elementary School,https://www.schooldigger.com/go/CO/schools/0249006200/school.aspx,"""0249006200""",Boulder Valley School District No. Re2,https://www.schooldigger.com/go/CO/district/02490/search.aspx,"""02490""",101 E. Baseline Road,Lafayette,https://www.schooldigger.com/go/CO/city/Lafayette/search.aspx,80026,Boulder County,(720) 561-7800,PK,05,Yes,No,No,No,485,33.7,14.3,43.3,0.8,0,0.4,63.7,0,3.9,31.1,39.9,58.1,378,-68,2
447,Hoehne Schools,https://www.schooldigger.com/go/CO/schools/0465000680/school.aspx,"""0465000680""",Hoehne Reorganized School District No. 3,https://www.schooldigger.com/go/CO/district/04650/search.aspx,"""04650""",19851 County Road 75. 1,Trinidad,https://www.schooldigger.com/go/CO/city/Trinidad/search.aspx,81082,Las Animas County,(719) 846-4457,PK,12,Yes,No,No,No,365,19.7,18.4,35.3,0.3,0,1.1,56.2,0,1.4,41.1,39.9,34.1,600,153,2
448,World Compass Academy,https://www.schooldigger.com/go/CO/schools/0345006666/school.aspx,"""0345006666""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",2400 South Perry Street,Castle Rock,https://www.schooldigger.com/go/CO/city/Castle+Rock/search.aspx,80104,Douglas County,(303) 814-5200,PK,08,No,Yes,No,No,619,44.3,13.9,4.7,1.6,0,3.9,15.5,0.2,7.8,71.1,39.8,41.5,527,79,2
449,Free Horizon Montessori,https://www.schooldigger.com/go/CO/schools/0480001920/school.aspx,"""0480001920""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",15920 W 10th Ave,Golden,https://www.schooldigger.com/go/CO/city/Golden/search.aspx,80401,Jefferson County,(303) 982-5921,PK,08,No,No,No,No,457,24.1,18.8,19,0.7,0,1.5,9.2,0,5.3,83.4,39.6,42.2,520,71,2
450,Colorado Connections Academy @ Durango,https://www.schooldigger.com/go/CO/schools/0348006696/school.aspx,"""0348006696""",Durango School District No. 9-R,https://www.schooldigger.com/go/CO/district/03480/search.aspx,"""03480""",201 East 12th Street,Durango,https://www.schooldigger.com/go/CO/city/Durango/search.aspx,81301,La Plata County,(970) 247-5411,KG,12,Yes,No,No,Yes,810,66.2,12.2,43.7,2,1.1,1.6,26.8,0.1,5.6,62.8,39.6,25.8,705,255,2
451,Mission Viejo Elementary School,https://www.schooldigger.com/go/CO/schools/0291000198/school.aspx,"""0291000198""",Cherry Creek School District No. 5,https://www.schooldigger.com/go/CO/district/02910/search.aspx,"""02910""",3855 South Alicia Parkway,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80013,Arapahoe County,(720) 886-8000,PK,05,Yes,No,No,No,576,33.4,17.2,47.7,11.3,0.5,3.5,30.9,1,9.5,43.2,39.4,35,592,141,2
452,Rocky Mountain Prep: Creekside,https://www.schooldigger.com/go/CO/schools/0336006545/school.aspx,"""0336006545""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",7808 Cherry Creek South Dr #3,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80231,Denver County,(720) 863-8920,PK,05,Yes,Yes,No,No,608,34.7,17.4,80.6,39.8,0.2,4.8,35.5,0.5,4.8,14.5,38.8,60,364,-88,2
453,Swallows Charter Academy,https://www.schooldigger.com/go/CO/schools/0615001559/school.aspx,"""0615001559""",Pueblo County School District 70,https://www.schooldigger.com/go/CO/district/06150/search.aspx,"""06150""",278 South McCulloch Boulevard,Pueblo West,https://www.schooldigger.com/go/CO/city/Pueblo+West/search.aspx,81007,Pueblo County,(719) 547-1627,KG,08,No,Yes,No,No,550,25.5,21.5,25.6,1.3,0.4,2.2,29.1,0,6.9,60.2,38.8,48.7,456,3,2
454,Jefferson Intermediate School,https://www.schooldigger.com/go/CO/schools/0627001101/school.aspx,"""0627001101""",Rocky Ford School District No. R2,https://www.schooldigger.com/go/CO/district/06270/search.aspx,"""06270""",901 South 11th Street,Rocky Ford,https://www.schooldigger.com/go/CO/city/Rocky+Ford/search.aspx,81067,Otero County,(719) 254-7669,03,06,Yes,No,No,No,226,16.1,14,76.1,0.4,0.4,0.4,81.4,0.4,0.9,15.9,38.7,31.1,636,182,2
455,High Plains Elementary School,https://www.schooldigger.com/go/CO/schools/0192001320/school.aspx,"""0192001320""",Academy School District No. 20,https://www.schooldigger.com/go/CO/district/01920/search.aspx,"""01920""",2248 Vintage Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80920,El Paso County,(719) 234-4700,PK,05,Yes,No,No,No,322,28.9,11.1,38.2,5.3,0.3,6.8,27.3,0.6,8.1,51.6,38.7,52.9,425,-30,2
456,Patriot Elementary School,https://www.schooldigger.com/go/CO/schools/0408000565/school.aspx,"""0408000565""",Fountain School District No. 8,https://www.schooldigger.com/go/CO/district/04080/search.aspx,"""04080""",7010 Harr Avenue,Fort Carson,https://www.schooldigger.com/go/CO/city/Fort+Carson/search.aspx,80902,El Paso County,(719) 382-1460,KG,05,Yes,No,No,No,644,35.3,18.1,47.8,10.4,0.5,2.5,19.9,2.2,11.2,53.4,38.2,37.6,566,110,2
457,Prairie Ridge Elementary School,https://www.schooldigger.com/go/CO/schools/0537001794/school.aspx,"""0537001794""",St. Vrain Valley School District No. Re1J,https://www.schooldigger.com/go/CO/district/05370/search.aspx,"""05370""",6632 St Vrain Ranch Boulevard,Firestone,https://www.schooldigger.com/go/CO/city/Firestone/search.aspx,80504,Weld County,(720) 494-3641,PK,05,No,No,No,No,454,27.2,16.6,23.6,0.2,0,2.6,22,0.2,4.2,70.7,38.1,50.2,445,-12,2
